Name,Equat,Polar,BlueF,GreenF,RedF,Size,RadialVelocity
TopDG0770,121.0908,44.3598,1.154e-17,1.024e-17,4.713e-18,45.9736,-1390.64
TopDG0848,134.3211,22.861,5.549e-17,3.939e-17,1.528e-17,194.4051,-1084.57
TopDG0849,133.6394,22.9958,2.187e-17,1.687e-17,7.938e-18,79.082,-1084.88
TopDG0850,133.9957,22.8882,2.047e-17,1.721e-17,7.567e-18,80.592,-1084.58
TopDG0851,134.2337,22.3482,2.088e-17,1.881e-17,8.032e-18,63.9686,-1084.7
TopDG0852,134.1138,22.8908,1.387e-17,1.192e-17,5.047e-18,155.5919,-1084.49
TopDG0853,134.106,23.3864,1.937e-17,1.61e-17,7.298e-18,60.1293,-1085.03
TopDG0854,135.7724,23.0881,2.13e-17,1.807e-17,7.102e-18,75.6812,-1084.47
TopDG0855,133.5285,22.5888,1.462e-17,1.211e-17,5.599e-18,75.7985,-1084.74
TopDG0856,133.1985,22.978,1.351e-17,1.083e-17,4.788e-18,69.5379,-1084.78
TopDG0857,133.3637,22.9072,1.994e-17,1.488e-17,7.673e-18,62.7022,-1084.8
TopDG0858,134.5091,23.291,2.059e-17,1.779e-17,7.488e-18,77.5785,-1084.96
TopDG0859,134.0857,23.051,1.469e-17,1.123e-17,5.502e-18,69.5676,-1084.9
TopDG0860,133.7238,22.487,2.06e-17,1.616e-17,6.738e-18,52.3101,-1084.93
TopDG0861,135.475,22.8307,1.275e-17,1.083e-17,4.548e-18,76.931,-1084.8
TopDG0862,133.689,22.8016,1.219e-17,1.105e-17,5.01e-18,138.0639,-1084.96
TopDG0863,135.2414,23.0184,2.085e-17,1.774e-17,7.436e-18,76.0925,-1084.37
TopDG0864,133.0242,22.9106,1.949e-17,1.673e-17,7.081e-18,68.3575,-1084.44
TopDG0865,134.0105,22.8762,1.791e-17,1.671e-17,7.2e-18,62.9239,-1084.5
TopDG0866,135.2544,23.246,1.851e-17,1.463e-17,6.431e-18,53.5438,-1084.55
TopDG0867,134.3142,23.2007,1.99e-17,1.498e-17,7.032e-18,58.2338,-1084.62
TopDG0868,133.1163,22.783,1.957e-17,1.683e-17,8.46e-18,76.6402,-1085.05
TopDG0869,134.3301,23.388,1.99e-17,1.905e-17,7.18e-18,58.5687,-1084.56
TopDG0870,133.9077,22.7407,1.842e-17,1.58e-17,7.516e-18,60.7443,-1084.8
TopDG1094,348.5513,29.1703,2.831e-17,2.107e-17,7.323e-18,105.1086,-1633.72
TopDG1095,348.0265,29.1245,1.015e-17,8.305e-18,3.331e-18,44.0087,-1633.56
TopDG1096,348.6266,29.3824,1.092e-17,9.061e-18,4.046e-18,51.0105,-1633.82
TopDG1097,348.4465,28.9789,1.058e-17,8.273e-18,3.533e-18,33.4978,-1633.41
TopDG1098,348.1044,29.2819,1.043e-17,8.239e-18,3.963e-18,42.6062,-1633.66
TopDG1099,348.4353,29.5233,9.072e-18,7.899e-18,4.047e-18,47.5604,-1633.57
TopDG1100,349.0449,28.9615,1.025e-17,8.541e-18,4.069e-18,44.0142,-1633.64
TopDG1101,348.6684,28.8012,6.682e-18,5.945e-18,2.741e-18,52.18,-1633.66
TopDG1102,348.2658,29.2127,9.646e-18,7.993e-18,3.843e-18,44.3375,-1633.9
TopDG1103,348.697,29.1307,6.563e-18,6.108e-18,2.729e-18,70.1995,-1633.75
TopDG1104,348.748,29.1114,7.783e-18,6.549e-18,3.088e-18,78.0432,-1633.88
TopDG1105,349.005,29.1486,7.079e-18,6.1e-18,2.99e-18,46.37,-1633.79
TopDG1106,348.6981,29.0988,6.624e-18,5.874e-18,2.624e-18,61.6029,-1634.06
TopDG1107,348.2013,29.436,9.713e-18,8.706e-18,4.05e-18,43.319,-1633.48
TopDG1108,348.4687,29.1258,1.072e-17,9.454e-18,4.235e-18,45.0683,-1633.75
TopDG1109,348.7891,29.0129,1.031e-17,9.339e-18,3.602e-18,49.2476,-1633.66
TopDG1110,349.1085,29.0838,1.028e-17,9.217e-18,4.378e-18,47.6726,-1633.61
TopDG1111,348.788,29.4215,1.467e-17,1.242e-17,5.156e-18,40.7987,-1633.85
TopDG1112,347.8575,29.1636,1.457e-17,1.184e-17,4.75e-18,44.7442,-1633.92
TopDG1169,51.6401,45.9976,7.036e-18,5.458e-18,2.57e-18,99.8694,-1679.22
TopDG1170,51.6698,45.8837,1.031e-17,8.917e-18,3.901e-18,50.4489,-1679.12
TopDG1171,51.5749,45.8673,9.86e-18,7.946e-18,3.383e-18,41.7807,-1679.2
TopDG1172,51.7553,45.8663,1.109e-17,9.35e-18,4.115e-18,43.6192,-1679.31
TopDG1173,51.5018,45.9966,1.036e-17,7.776e-18,3.505e-18,41.8437,-1679.21
TopDG1174,51.6321,45.8963,1.006e-17,9.082e-18,3.581e-18,43.6952,-1679.06
TopDG1175,51.5401,46.1008,1.008e-17,7.606e-18,4.109e-18,42.1965,-1679.45
TopDG1218,224.0039,47.5517,1.131e-17,9.029e-18,4.286e-18,43.2052,-1507.99
TopDG1219,224.0545,47.5674,8.324e-18,6.555e-18,2.947e-18,52.024,-1508.09
TopDG1267,260.2232,22.8499,1.625e-17,1.359e-17,6.267e-18,58.8936,-1190.84
TopDG1268,260.3515,22.9068,1.82e-17,1.505e-17,7.807e-18,65.5057,-1190.97
TopDG1269,260.4866,22.9056,1.83e-17,1.546e-17,6.59e-18,63.5287,-1191.23
TopDG1270,349.7519,35.9484,1.714e-15,1.157e-15,3.985e-16,699.5792,-175.98
TopDG1271,350.1164,35.0688,6.966e-16,5.594e-16,2.451e-16,373.0514,-175.92
TopDG1272,349.9482,37.8335,4.19e-16,3.572e-16,1.625e-16,442.9252,-175.86
TopDG1273,346.7968,36.0312,6.94e-16,4.49e-16,2.272e-16,381.5067,-175.74
TopDG1274,351.4684,34.6781,5.851e-16,5.084e-16,1.896e-16,340.59,-175.83
TopDG1275,348.7514,35.1905,6.183e-16,5.267e-16,2.242e-16,351.2501,-175.93
TopDG1276,349.6647,37.1913,6.715e-16,4.832e-16,2.097e-16,349.8496,-175.8
TopDG1277,347.7039,37.1553,6.515e-16,5.077e-16,2.147e-16,459.5292,-175.91
TopDG1278,350.873,36.8121,4.412e-16,3.485e-16,1.421e-16,448.2233,-175.88
TopDG1279,349.9572,34.3372,5.784e-16,4.76e-16,2.092e-16,382.3927,-175.64
TopDG1280,346.7715,37.4548,6.007e-16,5.822e-16,2.204e-16,403.5876,-175.85
TopDG1281,349.6348,36.2414,7.206e-16,5.558e-16,2.431e-16,409.605,-175.69
TopDG1282,350.0778,37.2099,5.76e-16,4.991e-16,2.062e-16,391.5076,-175.9
TopDG1337,51.9242,12.7185,9.504e-18,7.991e-18,3.493e-18,72.2594,-1385.08
TopDG1338,51.3985,12.6616,1.461e-17,1.053e-17,5.33e-18,48.508,-1384.59
TopDG1339,51.4768,12.6707,1.529e-17,1.128e-17,5.718e-18,36.0267,-1385.02
TopDG1340,52.0757,12.761,1.396e-17,1.128e-17,5.467e-18,76.5475,-1384.85
TopDG1341,52.0226,12.7382,1.464e-17,1.169e-17,4.881e-18,64.1669,-1384.79
TopDG1377,357.7949,42.3313,4.123e-17,3.273e-17,1.298e-17,240.12,-1221.02
TopDG1378,358.2475,42.3652,1.72e-17,1.373e-17,6.267e-18,50.8812,-1221.28
TopDG1379,357.4286,42.4875,1.847e-17,1.274e-17,6.02e-18,47.9942,-1221.27
TopDG1380,357.9176,42.3471,1.755e-17,1.553e-17,6.472e-18,52.3794,-1221.5
TopDG1381,357.5174,42.3812,1.763e-17,1.465e-17,7.073e-18,58.2825,-1221.35
TopDG1382,357.6072,42.1551,1.142e-17,1.057e-17,4.484e-18,64.5312,-1220.96
TopDG1383,357.392,42.3995,1.511e-17,1.255e-17,5.436e-18,53.2988,-1221.25
TopDG1384,357.9827,42.328,1.504e-17,1.419e-17,6.471e-18,70.8896,-1221.15
TopDG1385,357.603,42.2245,1.632e-17,1.525e-17,6.705e-18,66.5274,-1221.47
TopDG1386,358.0959,42.2234,1.528e-17,1.24e-17,6.429e-18,58.3274,-1221.48
TopDG1387,357.6525,42.3956,1.493e-17,1.244e-17,5.31e-18,55.2078,-1221.2
TopDG1388,357.8429,42.4713,1.661e-17,1.381e-17,6.534e-18,43.9144,-1221.34
TopDG1389,357.1978,42.2896,1.22e-17,1.022e-17,4.558e-18,53.5027,-1221.28
TopDG1390,357.9307,42.1004,2.274e-17,1.856e-17,7.251e-18,60.275,-1220.98
TopDG1413,325.4663,35.4908,1.182e-16,9.274e-17,3.01e-17,343.3216,-637.38
TopDG1414,325.0181,35.3306,4.34e-17,3.559e-17,1.699e-17,101.3097,-637.08
TopDG1415,324.6527,34.7148,4.781e-17,3.754e-17,1.68e-17,106.8464,-637.22
TopDG1416,324.4776,34.6566,4.844e-17,3.468e-17,1.5e-17,96.4653,-637.39
TopDG1417,325.1354,35.7693,3.1e-17,2.638e-17,1.119e-17,102.9127,-637.56
TopDG1418,325.8271,35.9243,4.5e-17,3.634e-17,1.601e-17,85.9743,-637.57
TopDG1419,324.2673,35.0555,6.977e-17,5.523e-17,2.082e-17,112.7035,-637.08
TopDG1420,326.0252,35.3693,2.849e-17,2.567e-17,1.133e-17,126.7552,-637.34
TopDG1421,325.1746,35.3839,4.56e-17,3.32e-17,1.583e-17,89.5142,-637.12
TopDG1422,324.4908,35.5506,5.203e-17,3.759e-17,1.71e-17,113.182,-637.42
TopDG1423,326.7507,36.0965,4.395e-17,3.664e-17,1.505e-17,90.3727,-637.21
TopDG1424,326.849,35.8048,3.326e-17,2.715e-17,1.217e-17,111.1958,-637.46
TopDG1425,325.8987,34.7028,4.57e-17,3.923e-17,1.7e-17,108.7058,-637.5
TopDG1426,325.1856,34.7885,4.594e-17,3.796e-17,1.851e-17,106.7608,-637.11
TopDG1427,325.0803,36.3758,5.093e-17,4.013e-17,1.843e-17,134.4925,-637.6
TopDG1428,326.5552,36.0398,4.52e-17,3.915e-17,1.78e-17,112.7419,-637.07
TopDG1429,325.071,35.7757,4.63e-17,4.042e-17,1.866e-17,109.7496,-637.08
TopDG1430,324.1615,35.5049,4.756e-17,3.881e-17,1.536e-17,95.5323,-636.97
TopDG1431,324.7351,36.142,4.325e-17,3.646e-17,1.731e-17,95.3399,-637.08
TopDG1432,325.3971,35.3112,5.071e-17,4.074e-17,1.802e-17,104.726,-637.28
TopDG1433,324.8084,35.2124,4.546e-17,3.497e-17,1.705e-17,91.2102,-637.2
TopDG1434,326.6463,35.7895,4.674e-17,4.334e-17,1.898e-17,109.8985,-637.55
TopDG1435,325.2445,35.1847,4.762e-17,3.656e-17,1.599e-17,93.0412,-637.31
TopDG1436,325.5527,35.5678,6.094e-17,5.226e-17,2.103e-17,96.5211,-637.11
BottomDG0083,108.4513,149.7024,6.161e-17,4.203e-17,1.532e-17,213.3696,-1151.67
BottomDG0084,108.6896,149.4966,2.225e-17,1.681e-17,8.291e-18,67.9831,-1151.49
BottomDG0085,108.7282,149.8194,1.898e-17,1.673e-17,7.841e-18,59.0744,-1151.11
BottomDG0086,108.9298,150.0592,2.056e-17,1.932e-17,8.144e-18,74.3846,-1151.49
BottomDG0087,108.6965,149.8149,2.095e-17,1.699e-17,8.029e-18,76.356,-1151.73
BottomDG0088,108.5981,149.4,2.258e-17,1.932e-17,8.61e-18,66.3884,-1151.69
BottomDG0089,108.147,149.5719,2.028e-17,1.944e-17,8.673e-18,75.409,-1151.2
BottomDG0090,108.5774,149.4566,2.161e-17,1.862e-17,7.759e-18,83.3617,-1151.58
BottomDG0091,108.2117,149.8622,2.234e-17,1.679e-17,7.828e-18,62.2395,-1151.26
BottomDG0092,108.3539,149.5477,1.999e-17,1.559e-17,6.718e-18,48.9188,-1151.44
BottomDG0093,108.2913,149.534,1.432e-17,1.252e-17,5.326e-18,73.0011,-1151.81
BottomDG0094,108.014,149.7841,3.124e-17,2.12e-17,9.79e-18,62.0819,-1151.2
BottomDG0095,107.9431,149.4254,2.03e-17,1.605e-17,7.493e-18,66.4655,-1151.73
BottomDG0096,4.8585,151.8922,3.837e-17,3.026e-17,1.039e-17,158.4167,-1365.99
BottomDG0097,5.2668,152.1508,1.417e-17,1.182e-17,4.591e-18,62.309,-1365.81
BottomDG0098,4.0725,152.0612,1.357e-17,1.099e-17,5.369e-18,52.722,-1366.2
BottomDG0099,4.9983,152.2382,9.984e-18,8.443e-18,3.724e-18,84.9134,-1365.87
BottomDG0100,3.8294,151.8338,1.524e-17,1.206e-17,5.586e-18,62.1453,-1366.1
BottomDG0101,5.4806,152.2462,9.215e-18,7.403e-18,3.818e-18,57.1675,-1366.07
BottomDG0102,4.343,151.6708,1.414e-17,1.068e-17,5.3e-18,50.3363,-1365.87
BottomDG0103,4.8103,152.0184,1.357e-17,1.139e-17,4.611e-18,49.5005,-1366.14
BottomDG0104,4.8537,152.1879,1.952e-17,1.533e-17,6.231e-18,46.7042,-1365.81
BottomDG0105,5.5004,151.8209,9.633e-18,8.78e-18,3.844e-18,55.151,-1366.3
BottomDG0106,4.9527,151.649,1.379e-17,1.066e-17,5.233e-18,44.1428,-1366.23
BottomDG0107,4.7173,151.3263,1.478e-17,1.121e-17,5.884e-18,61.2087,-1365.69
BottomDG0108,5.784,152.1955,1.427e-17,1.294e-17,5.198e-18,55.4264,-1365.7
BottomDG0109,5.0286,152.147,1.398e-17,1.12e-17,5.479e-18,57.518,-1365.83
BottomDG0110,3.6353,151.9689,1.543e-17,1.248e-17,5.67e-18,56.3269,-1365.94
BottomDG0111,4.9263,151.6614,9.358e-18,8.374e-18,3.477e-18,86.276,-1366.21
BottomDG0112,4.6567,151.7063,1.169e-17,8.963e-18,4.13e-18,69.5355,-1365.94
BottomDG0113,4.3059,152.1666,1.464e-17,1.216e-17,4.836e-18,54.1309,-1366.03
BottomDG0114,4.4095,152.0322,1.089e-17,9.08e-18,4.318e-18,90.2846,-1365.91
BottomDG0115,5.1003,152.263,1.362e-17,1.063e-17,5.013e-18,52.0136,-1366.19
BottomDG0116,5.389,151.897,1.424e-17,1.011e-17,5.604e-18,52.7463,-1365.96
BottomDG0117,4.9914,151.8016,1.088e-17,8.113e-18,4.1e-18,88.6363,-1366.12
BottomDG0118,4.7987,152.0275,1.558e-17,1.192e-17,5.68e-18,65.9423,-1365.89
BottomDG0119,4.1336,152.0964,1.397e-17,1.196e-17,5.561e-18,52.1762,-1365.76
BottomDG0120,5.5191,151.8178,1.642e-17,1.178e-17,4.986e-18,55.1384,-1365.75
BottomDG0165,305.062,150.9291,8.928e-18,7.507e-18,3.702e-18,68.1472,-1437.21
BottomDG0166,304.9266,150.8869,1.349e-17,1.116e-17,5.398e-18,51.8109,-1437.34
BottomDG0167,305.0981,150.8577,1.566e-17,1.235e-17,5.801e-18,60.3488,-1437.14
BottomDG0290,256.0209,136.8425,2.382e-17,1.762e-17,6.849e-18,93.3329,-1792.75
BottomDG0291,256.1203,136.5026,8.225e-18,6.906e-18,3.232e-18,35.9195,-1792.91
BottomDG0292,256.2768,136.6753,8.165e-18,7.883e-18,3.561e-18,40.4519,-1793.3
BottomDG0293,256.3008,136.666,9.091e-18,8.018e-18,3.517e-18,46.3979,-1793.2
BottomDG0294,255.8341,136.9452,8.273e-18,6.739e-18,3.098e-18,41.2248,-1793.05
BottomDG0295,255.8259,136.7256,6.887e-18,5.336e-18,2.684e-18,75.7623,-1793.1
BottomDG0296,255.8511,136.6878,5.304e-18,4.85e-18,2.224e-18,51.2631,-1793.05
BottomDG0297,255.9449,136.5387,5.669e-18,4.405e-18,2.518e-18,52.4997,-1792.78
BottomDG0298,256.0401,136.962,8.726e-18,7.575e-18,3.245e-18,46.5243,-1793.11
BottomDG0299,256.0831,136.9872,9.434e-18,7.575e-18,3.335e-18,46.3098,-1793.06
BottomDG0300,255.9236,136.6901,8.838e-18,7.343e-18,3.302e-18,34.4366,-1793.06
BottomDG0301,255.9119,137.069,8.281e-18,7.444e-18,3.506e-18,47.3094,-1793.06
BottomDG0302,256.0184,136.9829,8.271e-18,6.917e-18,3.425e-18,33.7611,-1793.05
BottomDG0303,256.0166,136.9159,5.482e-18,5.024e-18,2.141e-18,83.366,-1792.82
BottomDG0304,256.2266,136.6932,8.364e-18,7.253e-18,3.133e-18,40.955,-1793.11
BottomDG0305,256.0113,136.9262,8.863e-18,7.394e-18,3.402e-18,49.8245,-1792.83
BottomDG0306,255.9533,137.0217,8.315e-18,6.774e-18,3.032e-18,39.3568,-1793.16
BottomDG0307,255.7165,136.6819,5.668e-18,4.307e-18,2.001e-18,49.7911,-1792.73
BottomDG0308,256.2559,137.0271,8.579e-18,7.96e-18,3.465e-18,42.7092,-1793.11
BottomDG0309,255.8637,136.7234,5.734e-18,4.754e-18,2.519e-18,44.4029,-1792.81
BottomDG0310,255.7787,136.7853,5.268e-18,4.879e-18,2.333e-18,37.1194,-1793.06
BottomDG0351,57.6003,148.4231,7.438e-18,6.17e-18,2.809e-18,46.3958,-1633.96
BottomDG0352,89.6743,164.8642,1.5e-17,1.233e-17,5.443e-18,120.5651,-1161.64
BottomDG0353,89.7266,164.8865,1.763e-17,1.438e-17,6.91e-18,57.0675,-1161.84
BottomDG0354,89.9004,164.7639,1.399e-17,1.065e-17,4.592e-18,62.6021,-1161.39
BottomDG0355,89.7442,164.9272,2.024e-17,1.556e-17,6.512e-18,74.357,-1161.8
BottomDG0356,89.4951,164.792,1.809e-17,1.577e-17,6.077e-18,62.3221,-1161.73
BottomDG0357,89.2779,164.8547,1.877e-17,1.525e-17,6.517e-18,51.7617,-1161.46
BottomDG0410,204.5805,137.531,1.28e-17,1.112e-17,4.741e-18,74.8597,-1148.6
BottomDG0457,331.2437,152.3406,3.592e-17,2.144e-17,8.709e-18,112.8609,-1568.55
BottomDG0458,331.0137,152.3273,1.221e-17,9.081e-18,4.682e-18,50.245,-1568.46
BottomDG0459,331.5616,152.2931,1.055e-17,9.686e-18,4.652e-18,54.0882,-1569.06
BottomDG0460,330.9356,152.4618,1.151e-17,9.335e-18,4.605e-18,56.6302,-1568.51
BottomDG0461,331.2387,152.3674,1.024e-17,9.047e-18,3.745e-18,43.4406,-1568.47
BottomDG0462,331.2622,152.489,1.097e-17,8.881e-18,4.272e-18,40.871,-1568.84
BottomDG0463,331.2772,152.317,1.115e-17,9.513e-18,4.223e-18,48.1829,-1568.47
BottomDG0464,331.083,152.3073,1.131e-17,8.635e-18,4.071e-18,51.9188,-1568.82
BottomDG0465,330.84,152.3876,9.963e-18,8.907e-18,3.701e-18,44.0874,-1568.65
BottomDG0466,331.3992,152.3896,1.132e-17,8.386e-18,4.25e-18,47.5999,-1568.59
BottomDG0467,331.5046,152.3732,1.189e-17,1.032e-17,4.858e-18,44.2251,-1568.79
BottomDG0468,331.0416,152.3189,1.146e-17,9.744e-18,4.769e-18,48.4165,-1569.06
BottomDG0480,59.7016,155.0144,7.584e-18,6.11e-18,2.726e-18,94.6797,-1717.65
BottomDG0481,59.6418,155.103,1.121e-17,9.375e-18,4.106e-18,48.7576,-1717.43
BottomDG0482,59.7164,154.9259,1.001e-17,7.748e-18,3.521e-18,38.8463,-1717.58
BottomDG0483,59.7296,154.9848,9.741e-18,8.235e-18,3.775e-18,39.8404,-1717.49
BottomDG0484,59.5352,155.0101,1.011e-17,8.733e-18,3.716e-18,37.1656,-1717.56
BottomDG0485,59.5578,155.0623,1.064e-17,9.206e-18,3.824e-18,55.4185,-1717.82
BottomDG0486,59.8865,155.1075,1.097e-17,8.865e-18,4.116e-18,49.1216,-1717.25
BottomDG0487,59.883,154.8749,1.098e-17,8.169e-18,4.191e-18,37.4174,-1717.48
BottomDG0488,330.051,131.7234,2.598e-17,2.103e-17,9.94e-18,136.0258,-724.86
BottomDG0489,329.9982,131.7146,3.035e-17,2.455e-17,9.163e-18,101.8557,-724.9
BottomDG0490,329.9999,131.6711,3.845e-17,3.396e-17,1.501e-17,116.6131,-724.83
BottomDG0491,330.338,131.7059,4.422e-17,3.447e-17,1.361e-17,112.1796,-724.62
BottomDG0492,330.059,131.5582,4.12e-17,3.375e-17,1.49e-17,103.3227,-724.88
BottomDG0627,155.6253,134.875,5.528e-17,4.4e-17,1.773e-17,95.4799,-819.94
BottomDG0628,155.5142,135.0161,2.716e-17,2.267e-17,8.952e-18,92.6915,-819.86
BottomDG0632,275.071,142.987,9.436e-18,8.456e-18,3.785e-18,44.9843,-1752.43
BottomDG0633,275.1159,142.9745,8.66e-18,7.821e-18,3.34e-18,43.1012,-1752.58
BottomDG0664,231.2363,148.2157,2.213e-17,1.768e-17,8.327e-18,206.6397,-862.34
BottomDG0665,231.4435,148.0748,3.169e-17,2.709e-17,1.283e-17,84.7848,-862.51
BottomDG0666,231.021,148.1214,3.104e-17,2.536e-17,1.096e-17,81.812,-862.71
BottomDG0667,231.6776,148.2,3.237e-17,2.529e-17,1.193e-17,64.969,-862.16
BottomDG0668,230.8437,148.3764,3.094e-17,2.546e-17,1.012e-17,83.082,-862.15
BottomDG0669,231.5541,148.2793,3.277e-17,2.568e-17,1.096e-17,94.4206,-862.55
BottomDG0670,231.4277,148.2223,3.252e-17,2.656e-17,1.156e-17,99.6783,-862.44
BottomDG0671,231.4375,148.336,2.985e-17,2.438e-17,1.192e-17,74.969,-862.23
BottomDG0715,282.0956,165.037,3.812e-17,3.18e-17,1.36e-17,314.4354,-580.12
BottomDG0716,281.5524,164.714,6.788e-17,5.432e-17,2.335e-17,132.8513,-579.89
BottomDG0717,282.0481,164.7251,6.245e-17,6.117e-17,2.277e-17,113.1748,-579.98
BottomDG0718,281.1499,165.1308,4.586e-17,3.605e-17,1.56e-17,127.8639,-579.77
BottomDG0719,281.3008,165.2703,7.017e-17,5.522e-17,2.5e-17,116.1578,-580.13
BottomDG0720,283.359,165.2592,5.288e-17,4.526e-17,2.13e-17,91.8014,-579.86
BottomDG0721,283.0083,164.9098,6.361e-17,5.061e-17,2.192e-17,142.9009,-580.06
BottomDG0722,281.8361,164.8177,6.805e-17,5.909e-17,2.487e-17,122.9484,-580.29
BottomDG0723,283.9014,164.949,8.871e-17,7.133e-17,2.986e-17,106.8247,-580.03
BottomDG0795,219.0565,145.8278,5.342e-17,4.071e-17,1.355e-17,112.1723,-1117.92
BottomDG0796,219.0742,145.934,1.866e-17,1.587e-17,6.32e-18,54.2695,-1118.42
BottomDG0797,218.971,145.9779,2.03e-17,1.583e-17,7.276e-18,68.4545,-1118.33
BottomDG0798,218.9526,146.1328,1.926e-17,1.661e-17,7.1e-18,61.0052,-1117.9
BottomDG0799,219.0401,145.8836,1.244e-17,1.188e-17,4.871e-18,151.0336,-1118.02
BottomDG0800,218.9644,145.8632,1.303e-17,1.215e-17,5.281e-18,143.1453,-1118.05
BottomDG0801,218.7466,145.5782,1.881e-17,1.53e-17,7.642e-18,55.6639,-1118.2
BottomDG0802,219.5392,145.736,2.007e-17,1.599e-17,6.696e-18,65.4142,-1117.71
BottomDG0803,219.1786,145.6898,1.942e-17,1.619e-17,7.846e-18,66.2234,-1117.61
BottomDG0804,218.8989,145.6799,2.272e-17,1.822e-17,7.679e-18,64.927,-1117.83
BottomDG0805,219.1784,145.6653,3e-17,2.137e-17,9.076e-18,69.0405,-1118.27
BottomDG0806,218.7542,145.8212,1.317e-17,1.136e-17,5.331e-18,75.5532,-1117.61
BottomDG0807,218.4954,145.9635,2.211e-17,1.75e-17,7.601e-18,70.4989,-1118.34
BottomDG0808,218.7793,146.0705,1.859e-17,1.739e-17,6.954e-18,67.9331,-1118.2
BottomDG0809,219.4554,145.8191,1.918e-17,1.65e-17,8.211e-18,70.2801,-1117.93
BottomDG0908,36.3803,178.1498,1.163e-17,8.802e-18,4.446e-18,69.9674,-1251.5
BottomDG0913,237.2504,154.9722,5.028e-17,3.791e-17,1.446e-17,111.2496,-1176.84
BottomDG0914,237.0008,154.914,2.817e-17,2.126e-17,8.291e-18,56.3365,-1177.02
BottomDG0915,237.3845,155.0081,1.393e-17,1.145e-17,5.544e-18,68.0267,-1176.97
BottomDG0916,236.6857,155.0377,2.01e-17,1.56e-17,6.994e-18,68.6438,-1176.8
BottomDG0917,236.9253,154.6889,2.181e-17,1.642e-17,7.705e-18,59.7362,-1176.72
BottomDG0918,236.8508,155.1122,1.973e-17,1.775e-17,7.747e-18,59.2683,-1177.07
BottomDG0919,237.3266,155.1001,1.324e-17,1.026e-17,4.694e-18,78.0585,-1177.15
BottomDG0920,236.8367,154.9505,2.203e-17,1.631e-17,7.907e-18,64.8373,-1176.74
BottomDG0921,237.6468,155.0649,1.903e-17,1.733e-17,7.309e-18,66.3894,-1177.04
BottomDG0922,237.2772,154.8206,1.764e-17,1.564e-17,6.689e-18,60.2561,-1177.01
BottomDG0923,237.2258,154.9601,1.769e-17,1.454e-17,5.98e-18,62.5852,-1176.92
BottomDG0924,236.8624,154.8925,1.992e-17,1.565e-17,7.552e-18,74.8677,-1177.13
BottomDG0939,70.7093,136.1844,2.819e-17,2.347e-17,1.103e-17,108.8669,-786.07
BottomDG0992,71.9009,162.908,6.542e-18,6.098e-18,2.682e-18,45.1428,-1652.47
BottomDG1042,28.6586,151.3319,1.598e-17,1.279e-17,5.734e-18,123.091,-1171.44
BottomDG1043,28.6182,151.2274,2.169e-17,1.651e-17,7.753e-18,68.4483,-1171.55
BottomDG1044,28.654,151.3511,1.96e-17,1.551e-17,7.104e-18,61.1407,-1171.15
BottomDG1045,28.6606,151.2483,2.81e-17,2.142e-17,9.111e-18,70.0812,-1171.07
BottomDG1046,28.8342,151.3544,1.747e-17,1.753e-17,8.504e-18,66.1709,-1171.31
BottomDG1047,28.8059,151.2577,2.032e-17,1.673e-17,7.186e-18,55.7396,-1171.27
BottomDG1048,331.8821,160.3226,3.01e-17,2.5e-17,8.362e-18,139.3233,-1637.74
BottomDG1049,331.0325,160.5187,9.374e-18,8.414e-18,3.749e-18,44.6847,-1637.9
BottomDG1050,331.6949,160.0895,1.036e-17,8.729e-18,4.142e-18,52.4431,-1637.81
BottomDG1051,332.6754,160.2195,1.079e-17,8.842e-18,4.219e-18,42.1525,-1637.89
BottomDG1052,331.746,160.5891,1.019e-17,8.904e-18,3.655e-18,35.8068,-1637.77
BottomDG1053,332.526,160.611,1.037e-17,8.832e-18,3.829e-18,41.8816,-1638.04
BottomDG1054,332.2602,160.3868,1.55e-17,1.236e-17,5.367e-18,44.1526,-1637.89
BottomDG1055,331.398,160.166,7.587e-18,5.723e-18,2.799e-18,71.4692,-1638.35
BottomDG1056,332.2905,159.9848,1.409e-17,1.087e-17,5.334e-18,40.1801,-1638.27
BottomDG1057,332.6046,160.3973,1.031e-17,8.689e-18,3.846e-18,49.439,-1638.19
BottomDG1058,331.1345,160.5086,1.162e-17,1.017e-17,4.221e-18,51.0024,-1637.93
BottomDG1059,330.9424,160.4222,1.102e-17,1.001e-17,4.161e-18,49.7714,-1637.91
BottomDG1060,331.998,160.0041,9.737e-18,8.447e-18,3.806e-18,45.0012,-1638.13
BottomDG1061,331.6467,160.3481,9.982e-18,9.034e-18,3.739e-18,49.689,-1638.32
BottomDG1062,331.9238,160.7306,1.009e-17,8.89e-18,3.824e-18,41.7753,-1638.21
BottomDG1063,332.2962,160.0449,1.125e-17,1.081e-17,4.648e-18,56.7848,-1638.26
BottomDG1064,331.4829,160.6999,1.026e-17,8.921e-18,4.371e-18,49.6942,-1637.86
BottomDG1065,332.0646,160.218,7.979e-18,5.684e-18,2.661e-18,71.5489,-1638.14
BottomDG1066,331.2915,160.3376,1.118e-17,8.891e-18,4.378e-18,48.8663,-1638.37
BottomDG1067,332.5541,160.43,1.076e-17,9.101e-18,4.169e-18,47.1009,-1638.09
BottomDG1068,332.7364,160.4426,7.829e-18,6.261e-18,2.994e-18,48.5718,-1638.02
