,Name,X,Y,BlueF,GreenF,RedF,Size,RadialVelocity
133,RightDG0563,26.0013,9.3689,2.953e-17,2.305e-17,9.16e-18,88.4066,-954.1
134,RightDG0564,25.9166,9.608,3.092e-17,2.648e-17,1.113e-17,77.1046,-953.97
135,RightDG0565,25.9946,9.5168,2.696e-17,2.174e-17,1.03e-17,60.3692,-953.75
136,RightDG0566,25.2477,9.5527,2.629e-17,2.25e-17,1.02e-17,67.3255,-953.77
137,RightDG0567,25.8602,9.5556,1.928e-17,1.59e-17,6.469e-18,150.4782,-953.72
138,RightDG0568,25.8813,9.0802,3.065e-17,2.417e-17,1.184e-17,77.9472,-953.6
139,RightDG0569,26.0396,9.8087,2.961e-17,2.553e-17,1.189e-17,87.0709,-953.96
140,RightDG0570,25.1362,9.1739,2.91e-17,2.514e-17,1.14e-17,78.1072,-953.7
141,RightDG0590,11.4401,-6.1406,1.629e-17,1.413e-17,6.262e-18,53.2347,-1202.3
142,RightDG0591,11.3732,-6.2124,1.952e-17,1.424e-17,6.782e-18,62.5481,-1202.66
143,RightDG0592,11.4083,-6.2305,1.756e-17,1.507e-17,6.282e-18,64.7743,-1202.36
144,RightDG0593,-16.7032,2.705,7.661e-18,6.328e-18,3.055e-18,57.5501,-1504.08
145,RightDG0611,-10.791,7.209,1.311e-17,1.099e-17,5.001e-18,51.2565,-1427.74
146,RightDG0612,-10.7969,7.1512,1.217e-17,1.1e-17,5.038e-18,51.7542,-1427.4
147,RightDG0613,-10.7474,7.1641,1.248e-17,1.002e-17,4.591e-18,49.6882,-1427.6
148,RightDG0615,-31.8787,42.5618,6.568e-18,5.413e-18,2.712e-18,66.9903,-1657.07
149,RightDG0616,-31.9046,42.715,1.044e-17,8.886e-18,4.11e-18,42.5221,-1657.0
150,RightDG0617,-31.7618,42.5028,9.823e-18,8.931e-18,3.879e-18,46.2729,-1657.13
151,RightDG0618,-31.8209,42.6394,9.215e-18,7.518e-18,3.582e-18,47.6868,-1656.67
152,RightDG0619,-31.9532,42.5766,9.33e-18,7.851e-18,3.565e-18,55.1456,-1656.85
153,RightDG0629,-23.137,-31.5796,1.931e-17,1.58e-17,7.502e-18,87.2066,-972.5
154,RightDG0630,-23.2562,-31.3739,2.291e-17,2.093e-17,1.006e-17,70.6529,-972.4
155,RightDG0631,-23.2372,-31.6031,1.878e-17,1.452e-17,6.801e-18,79.2562,-972.36
156,RightDG0672,8.0055,35.2938,2.055e-16,1.855e-16,6.92e-17,371.933,-267.8
157,RightDG0673,7.9195,34.841,2.869e-16,2.386e-16,1.064e-16,267.7067,-267.81
158,RightDG0674,8.0898,35.1968,3.022e-16,2.351e-16,9.047e-17,268.2348,-267.64
159,RightDG0675,8.1946,35.3894,2.922e-16,2.486e-16,1.05e-16,266.4466,-267.98
160,RightDG0676,8.0352,36.2486,3.139e-16,2.456e-16,1.109e-16,246.7835,-267.75
161,RightDG0677,11.5569,-7.759,5.668e-17,3.851e-17,1.412e-17,122.0251,-1136.83
162,RightDG0678,11.8221,-7.4102,2.139e-17,1.673e-17,7.687e-18,54.9848,-1137.32
163,RightDG0679,11.8556,-7.7319,3.048e-17,2.321e-17,9.322e-18,69.4121,-1137.23
164,RightDG0680,11.5193,-7.6503,1.445e-17,1.18e-17,5.413e-18,142.2313,-1137.3
165,RightDG0681,11.7884,-7.9349,1.321e-17,1.054e-17,5.057e-18,80.6149,-1137.38
166,RightDG0682,11.3545,-7.3987,2.134e-17,1.668e-17,8.475e-18,64.3933,-1137.41
167,RightDG0683,11.6902,-7.7579,2.035e-17,1.82e-17,8.402e-18,67.8029,-1136.92
168,RightDG0684,11.4365,-7.3516,2.864e-17,2.546e-17,9.52e-18,45.562,-1137.37
169,RightDG0685,11.633,-7.5084,1.554e-17,1.218e-17,4.824e-18,96.4248,-1137.32
170,RightDG0686,11.7341,-7.8402,1.705e-17,1.285e-17,5.942e-18,97.842,-1137.34
171,RightDG0687,11.6002,-7.5185,1.44e-17,1.012e-17,5.624e-18,101.6714,-1137.02
172,RightDG0688,11.6086,-7.6771,2.256e-17,2.006e-17,8.061e-18,75.7445,-1136.98
173,RightDG0689,11.6848,-8.0802,2.143e-17,1.628e-17,7.597e-18,68.9766,-1137.03
174,RightDG0690,11.6919,-7.3994,2.016e-17,1.536e-17,6.946e-18,62.1603,-1136.89
175,RightDG0691,11.3318,-7.7471,2.171e-17,1.801e-17,8.377e-18,69.729,-1137.37
176,RightDG0692,11.6786,-7.7913,1.556e-17,1.3e-17,5.496e-18,125.7344,-1137.57
177,RightDG0693,11.7653,-8.1136,2.002e-17,1.503e-17,6.926e-18,57.1701,-1137.3
178,RightDG0694,11.5247,-7.8254,2.828e-17,2.279e-17,9.709e-18,68.9951,-1137.36
179,RightDG0695,11.6067,-7.8001,1.421e-17,1.219e-17,5.193e-18,67.6352,-1137.56
180,RightDG0724,-18.4919,-14.6215,4.032e-17,3.106e-17,1.53e-17,136.7092,-663.23
181,RightDG0775,1.5235,32.4767,1.31e-17,1.046e-17,4.603e-18,117.1936,-1231.31
182,RightDG0776,1.5935,32.4338,1.733e-17,1.441e-17,6.558e-18,56.4934,-1230.98
183,RightDG0777,1.6551,32.4763,1.583e-17,1.175e-17,5.514e-18,52.8966,-1231.07
184,RightDG0778,1.6045,32.548,1.722e-17,1.408e-17,5.922e-18,58.5484,-1231.58
185,RightDG0779,1.6101,32.3147,1.138e-17,9.66e-18,4.401e-18,68.7861,-1231.1
186,RightDG0780,1.3916,32.4183,1.654e-17,1.364e-17,6.05e-18,66.2001,-1231.24
187,RightDG0813,33.6804,-2.1738,5.97e-17,4.875e-17,2.316e-17,172.7818,-520.93
188,RightDG0871,-0.1015,21.892,2.948e-17,2.146e-17,6.922e-18,160.6402,-1681.21
189,RightDG0872,-0.0556,21.6881,9.039e-18,8.083e-18,3.316e-18,36.7411,-1681.1
190,RightDG0873,0.0423,22.0351,1.082e-17,8.362e-18,3.781e-18,46.0265,-1680.9
191,RightDG0874,0.0112,21.6873,9.646e-18,8.134e-18,3.418e-18,35.6753,-1681.09
192,RightDG0875,-0.1509,21.8894,7.795e-18,6.072e-18,3.149e-18,84.525,-1680.93
193,RightDG0876,0.0224,22.2693,9.495e-18,8.302e-18,3.841e-18,38.2969,-1680.95
194,RightDG0877,0.0856,22.1691,1.046e-17,7.824e-18,3.806e-18,36.527,-1681.47
195,RightDG0878,0.2435,21.9359,9.821e-18,7.716e-18,3.369e-18,46.9041,-1681.08
196,RightDG0879,-0.2299,21.6312,9.628e-18,8.736e-18,3.852e-18,45.8754,-1681.29
197,RightDG0880,-0.1172,21.5438,9.413e-18,8.146e-18,3.721e-18,42.9335,-1680.88
198,RightDG0881,-0.3573,22.2414,8.988e-18,7.449e-18,3.703e-18,44.3928,-1681.27
199,RightDG0882,-0.329,21.9956,9.343e-18,7.559e-18,3.856e-18,41.7299,-1680.96
200,RightDG0883,-0.0313,22.1447,6.526e-18,5.308e-18,2.503e-18,65.2896,-1681.14
201,RightDG0884,-0.451,21.9878,9.963e-18,8.958e-18,4.213e-18,45.7193,-1681.04
202,RightDG0885,0.0962,21.8349,6.606e-18,5.45e-18,2.417e-18,40.1304,-1681.09
203,RightDG0886,-0.0344,21.8464,6.958e-18,6.035e-18,2.675e-18,96.4189,-1681.39
204,RightDG0887,-0.1438,21.9824,9.611e-18,9.513e-18,3.91e-18,42.1649,-1681.27
205,RightDG0888,-0.2182,21.6484,9.017e-18,7.818e-18,3.516e-18,42.6643,-1680.95
206,RightDG0889,-0.1638,21.7331,1.373e-17,1.11e-17,5.239e-18,44.6714,-1681.13
207,RightDG0890,-0.2504,22.0687,9.706e-18,7.379e-18,3.72e-18,38.9787,-1681.21
208,RightDG0891,-0.0493,22.096,9.892e-18,8.531e-18,3.953e-18,47.8102,-1681.2
209,RightDG0892,-0.3068,21.738,9.983e-18,8.884e-18,4.304e-18,44.0157,-1680.82
210,RightDG0893,-0.0221,21.5895,7.102e-18,5.771e-18,2.486e-18,57.2912,-1680.91
211,RightDG0894,0.1036,22.1541,1.069e-17,9.101e-18,3.909e-18,38.4648,-1681.14
212,RightDG0895,-0.0321,21.9206,6.768e-18,5.486e-18,2.292e-18,51.4437,-1680.83
213,RightDG0896,-1.3878,43.0211,3.623e-17,3.164e-17,9.871e-18,124.8641,-1353.21
214,RightDG0897,-1.5356,43.3266,1.466e-17,1.132e-17,5.77e-18,60.5648,-1353.37
215,RightDG0898,-1.2378,42.8259,9.213e-18,7.691e-18,3.934e-18,62.4087,-1353.16
216,RightDG0899,-1.4254,43.3723,1.34e-17,1.139e-17,4.786e-18,44.3371,-1353.29
217,RightDG0900,-1.198,43.1591,1.486e-17,1.055e-17,5.037e-18,54.8358,-1353.28
218,RightDG0901,-1.2206,43.123,1.296e-17,1.094e-17,4.765e-18,48.7327,-1353.57
219,RightDG0902,-1.4722,42.7463,1.28e-17,9.926e-18,5.361e-18,47.8514,-1353.15
220,RightDG0903,-1.5288,43.2714,1.496e-17,1.145e-17,5.204e-18,55.5151,-1353.46
221,RightDG0904,-1.6221,43.1901,1.358e-17,1.074e-17,4.733e-18,60.33,-1353.67
222,RightDG0905,-1.3616,42.6579,1.263e-17,1.021e-17,4.812e-18,44.1397,-1353.44
223,RightDG0906,-1.2057,43.1276,1.368e-17,1.217e-17,5.187e-18,61.9316,-1353.41
224,RightDG0907,-1.5992,43.1444,1.303e-17,1.058e-17,4.534e-18,45.3075,-1353.05
225,RightDG0925,-24.6841,10.2779,4.653e-17,3.405e-17,1.226e-17,132.2359,-1321.04
226,RightDG0926,-24.5959,10.5226,1.692e-17,1.474e-17,6.827e-18,58.783,-1321.41
227,RightDG0927,-24.8121,10.3005,1.584e-17,1.263e-17,6.032e-18,48.9782,-1321.28
228,RightDG0928,-24.4673,10.3321,1.699e-17,1.368e-17,6.37e-18,58.3699,-1321.71
229,RightDG0929,-24.5535,9.9746,1.822e-17,1.461e-17,6.087e-18,69.2714,-1321.01
230,RightDG0930,-24.425,10.0136,1.71e-17,1.361e-17,5.442e-18,44.03,-1321.41
231,RightDG0931,-24.4489,10.4049,1.559e-17,1.248e-17,5.623e-18,54.1847,-1321.12
232,RightDG0932,-24.7901,10.2342,1.49e-17,1.236e-17,5.95e-18,53.9644,-1321.1
233,RightDG0933,-24.6602,10.3217,1.682e-17,1.363e-17,5.537e-18,50.6853,-1321.2
234,RightDG0934,-24.9579,10.3417,1.483e-17,1.138e-17,5.872e-18,55.5959,-1321.55
235,RightDG0935,-24.9353,10.289,1.075e-17,9.603e-18,4.171e-18,68.1155,-1321.14
236,RightDG0936,-24.7115,10.4699,1.625e-17,1.356e-17,5.829e-18,53.3913,-1321.61
237,RightDG0937,-24.8638,10.468,2.268e-17,1.828e-17,7.067e-18,57.4392,-1321.69
238,RightDG0938,-24.8848,10.3773,1.639e-17,1.355e-17,6.619e-18,63.5101,-1321.36
239,RightDG1022,-12.6521,28.9721,1.275e-17,9.466e-18,4.749e-18,48.8058,-1582.43
240,RightDG1023,-12.6902,29.0083,1.191e-17,9.181e-18,4.013e-18,55.1468,-1582.67
241,RightDG1032,19.9872,-31.0241,6.559e-17,5.478e-17,2.148e-17,437.0754,-475.36
242,RightDG1033,20.2021,-30.4899,1.104e-16,8.629e-17,3.903e-17,132.4042,-474.98
243,RightDG1034,20.3857,-30.8837,1.208e-16,9.132e-17,4.15e-17,173.5206,-474.75
244,RightDG1035,20.49,-31.2959,1.157e-16,9.302e-17,4.248e-17,153.7293,-475.01
245,RightDG1036,20.0389,-30.7768,1.054e-16,8.187e-17,3.393e-17,163.4755,-474.98
246,RightDG1037,19.5828,-31.6302,1.149e-16,9.031e-17,4.311e-17,164.793,-475.0
247,RightDG1038,19.7167,-30.2479,1.104e-16,9.568e-17,3.899e-17,157.3064,-475.21
248,RightDG1039,19.6584,-30.5126,9.877e-17,7.825e-17,3.465e-17,158.1648,-475.35
249,RightDG1040,19.407,-30.4914,1.177e-16,8.666e-17,3.775e-17,171.1029,-474.97
250,RightDG1041,17.4501,-15.9089,5.622e-18,4.304e-18,2.18e-18,38.9427,-1845.69
251,RightDG1069,-0.9154,27.1774,5.765e-17,4.403e-17,1.5e-17,160.4158,-1126.79
252,RightDG1070,-0.7144,27.0937,2.235e-17,1.797e-17,8.063e-18,87.1457,-1127.15
253,RightDG1071,-0.6897,27.3279,2.247e-17,1.829e-17,8.588e-18,77.1937,-1127.18
254,RightDG1072,-1.1286,27.6009,2.106e-17,1.725e-17,7.024e-18,55.3663,-1126.89
255,RightDG1073,-1.1704,27.0207,1.424e-17,1.113e-17,5.562e-18,67.9163,-1127.02
256,RightDG1074,-1.1749,26.8656,2.09e-17,1.688e-17,7.385e-18,54.3545,-1127.0
257,RightDG1075,-0.9714,27.6911,1.875e-17,1.569e-17,7.165e-18,57.9059,-1126.83
258,RightDG1076,-0.739,26.9887,2.164e-17,1.763e-17,7.624e-18,84.4262,-1127.16
259,RightDG1077,-0.9848,27.4802,1.392e-17,1.101e-17,5.554e-18,101.4039,-1126.99
260,RightDG1078,-1.0109,27.2515,3.147e-17,2.304e-17,9.771e-18,76.405,-1126.85
261,RightDG1079,-0.6902,26.7871,1.334e-17,1.103e-17,4.832e-18,89.6334,-1126.98
262,RightDG1080,-0.6798,27.1113,2.2e-17,1.931e-17,7.923e-18,71.9222,-1127.25
263,RightDG1081,-1.3321,27.0423,1.898e-17,1.719e-17,7.683e-18,61.442,-1127.28
264,RightDG1082,-0.5082,27.0965,2.105e-17,1.637e-17,8.047e-18,78.0859,-1127.14
265,RightDG1083,-0.5482,27.3596,2.893e-17,2.492e-17,9.436e-18,58.0521,-1127.2
266,RightDG1084,-0.8152,27.4311,2.034e-17,1.623e-17,7.172e-18,72.7643,-1127.1
267,RightDG1085,-0.8665,27.3464,1.47e-17,1.186e-17,5.797e-18,72.1599,-1127.21
268,RightDG1086,-0.6004,27.6853,2.121e-17,1.748e-17,7.911e-18,77.1017,-1127.29
269,RightDG1087,-0.7088,27.058,2.16e-17,1.635e-17,8.407e-18,75.7704,-1127.18
270,RightDG1088,-0.7213,27.6221,3.022e-17,2.37e-17,9.425e-18,67.5822,-1127.21
271,RightDG1089,-0.8036,27.3176,2.919e-17,2.078e-17,9.163e-18,63.8506,-1127.19
272,RightDG1150,-23.4674,-30.1937,3.664e-17,2.648e-17,1.312e-17,120.9101,-688.62
273,RightDG1152,-39.4718,-21.1116,7.088e-18,6.063e-18,2.891e-18,41.8373,-1572.08
274,RightDG1153,-12.4744,15.4741,1.442e-17,1.361e-17,6.058e-18,69.4827,-1255.34
275,RightDG1154,-12.48,15.5204,1.643e-17,1.419e-17,6.125e-18,67.5309,-1255.27
276,RightDG1155,-12.5835,15.491,1.708e-17,1.416e-17,6.421e-18,72.4145,-1255.47
277,RightDG1156,-12.5838,15.5069,1.652e-17,1.369e-17,6.645e-18,56.9098,-1255.42
278,RightDG1157,-7.9443,-40.362,4.998e-17,4.019e-17,1.457e-17,163.3609,-1189.62
279,RightDG1158,-7.9976,-40.7798,1.891e-17,1.503e-17,6.521e-18,59.3049,-1189.95
280,RightDG1159,-7.7402,-40.2443,2.018e-17,1.352e-17,6.958e-18,65.398,-1190.0
281,RightDG1160,-7.9767,-40.3565,1.908e-17,1.636e-17,6.494e-18,57.2832,-1189.86
282,RightDG1161,-8.1767,-40.3888,1.803e-17,1.629e-17,7.123e-18,65.1817,-1190.05
283,RightDG1162,-7.7575,-40.374,1.757e-17,1.583e-17,6.251e-18,57.7133,-1190.09
284,RightDG1163,-8.0975,-40.2599,1.988e-17,1.606e-17,7.701e-18,74.5603,-1190.04
285,RightDG1164,-7.8069,-40.1437,1.91e-17,1.496e-17,7.417e-18,56.1965,-1189.85
286,RightDG1165,-7.7851,-40.2282,1.677e-17,1.498e-17,7.294e-18,58.189,-1190.07
287,RightDG1166,-7.7911,-40.5922,2.094e-17,1.579e-17,8.565e-18,71.9558,-1189.69
288,RightDG1167,-7.8403,-40.3436,1.93e-17,1.54e-17,6.707e-18,55.2755,-1189.69
289,RightDG1197,6.7481,16.4275,1.431e-17,1.197e-17,5.671e-18,56.6739,-1349.57
290,RightDG1198,6.7795,16.3634,1.454e-17,1.18e-17,4.978e-18,59.5348,-1349.77
291,RightDG1199,6.901,16.4238,1.572e-17,1.316e-17,6.054e-18,50.638,-1349.37
292,RightDG1200,6.7244,16.425,1.032e-17,8.484e-18,3.546e-18,56.6975,-1349.46
293,RightDG1249,-32.5994,-27.5004,1.617e-16,1.149e-16,4.255e-17,343.6487,-624.95
294,RightDG1250,-33.232,-27.6554,5.785e-17,4.513e-17,2.097e-17,108.2423,-625.19
295,RightDG1251,-32.3055,-27.8931,6.157e-17,4.947e-17,2.19e-17,125.2643,-625.03
296,RightDG1252,-32.8116,-27.3255,4.23e-17,3.317e-17,1.374e-17,126.8696,-624.96
297,RightDG1253,-32.7469,-27.285,5.734e-17,4.177e-17,2.11e-17,104.5368,-625.25
298,RightDG1254,-33.0102,-27.2955,5.596e-17,4.478e-17,1.921e-17,115.6054,-624.87
299,RightDG1255,-32.903,-27.8426,8.885e-17,6.629e-17,2.684e-17,92.6532,-624.87
300,RightDG1256,-32.9727,-27.3336,5.836e-17,4.355e-17,1.997e-17,109.8151,-625.02
301,RightDG1257,-32.4007,-27.5849,5.545e-17,4.372e-17,2.104e-17,129.4197,-625.02
302,RightDG1258,-32.3469,-26.9369,5.762e-17,4.411e-17,2.178e-17,112.3561,-624.94
303,RightDG1283,-13.9691,-17.3011,2.331e-17,1.713e-17,7.527e-18,65.4771,-1053.5
304,RightDG1284,-14.0703,-17.3057,2.356e-17,1.853e-17,8.44e-18,67.4934,-1053.34
305,RightDG1310,9.5649,13.0481,1.326e-16,1.136e-16,5.026e-17,275.3188,-344.34
306,RightDG1403,12.3805,-3.6287,1.04e-17,8.761e-18,3.464e-18,108.1472,-1342.68
307,RightDG1404,12.3265,-3.6909,1.527e-17,1.08e-17,5.106e-18,48.347,-1342.46
308,RightDG1405,12.2873,-3.7059,1.551e-17,1.379e-17,6.779e-18,49.183,-1342.52
309,RightDG1406,12.489,-3.7011,1.687e-17,1.416e-17,6.415e-18,57.1813,-1342.6
310,RightDG1407,12.3193,-3.4817,1.106e-17,9.033e-18,4.012e-18,64.037,-1342.98
311,RightDG1408,12.2527,-3.5675,1.618e-17,1.222e-17,6.098e-18,60.8502,-1342.83
312,RightDG1409,12.29,-3.4708,1.546e-17,1.316e-17,5.845e-18,62.6989,-1342.68
313,RightDG1410,12.2929,-3.6244,1.492e-17,1.343e-17,5.954e-18,58.0441,-1342.62
314,RightDG1411,12.5127,-3.6021,1.697e-17,1.43e-17,6.515e-18,59.899,-1342.51
315,RightDG1440,9.1425,2.9009,1.659e-17,1.239e-17,5.87e-18,53.134,-1288.85
316,RightDG1441,9.1703,2.9551,1.221e-17,8.901e-18,4.012e-18,72.8229,-1288.62
0,TopDG0021,7.6013,-32.1532,8.968e-18,7.134e-18,3.237e-18,98.8103,-1409.71
1,TopDG0022,7.4543,-32.2182,1.265e-17,1.088e-17,5.357e-18,56.0387,-1409.36
2,TopDG0023,7.6233,-32.175,1.237e-17,1.078e-17,4.525e-18,42.3255,-1409.6
3,TopDG0024,7.6874,-32.0909,1.309e-17,1.027e-17,5.143e-18,50.5196,-1409.65
4,TopDG0025,7.4493,-32.1382,1.285e-17,1.019e-17,4.559e-18,60.5783,-1409.64
5,TopDG0026,7.6066,-31.9642,1.153e-17,1.042e-17,4.6e-18,48.3731,-1409.66
6,TopDG0027,7.5895,-32.1194,1.321e-17,9.891e-18,4.457e-18,49.4496,-1409.41
7,TopDG0028,7.5734,-32.0983,9.57e-18,7.525e-18,3.359e-18,60.3018,-1409.51
8,TopDG0042,-19.9875,-19.3332,1.824e-17,1.483e-17,6.969e-18,168.3636,-944.19
9,TopDG0043,-19.7876,-19.1651,2.598e-17,2.072e-17,1.013e-17,75.4478,-944.42
10,TopDG0044,-19.7736,-19.414,2.8e-17,2.178e-17,1.056e-17,70.7452,-944.07
11,TopDG0045,-19.9369,-19.1971,2.844e-17,2.097e-17,1.004e-17,94.9568,-943.82
12,TopDG0046,-20.0134,-19.6172,2.508e-17,2.297e-17,1.043e-17,76.3862,-944.21
13,TopDG0047,-20.1918,-19.3143,2.442e-17,2.083e-17,9.137e-18,69.6602,-944.08
14,TopDG0048,-19.9702,-19.4957,2.85e-17,2.164e-17,9.939e-18,76.7446,-944.05
15,TopDG0049,-19.8466,-19.1979,2.932e-17,2.169e-17,1.016e-17,88.5434,-943.98
16,TopDG0130,8.909,9.4362,8.943e-18,7.006e-18,3.306e-18,52.9893,-1537.51
17,TopDG0131,6.0177,-30.1276,5.851e-17,4.742e-17,1.628e-17,154.4269,-1083.88
18,TopDG0132,5.9424,-29.8589,2.125e-17,1.755e-17,8.293e-18,69.635,-1083.96
19,TopDG0133,5.8808,-30.2956,2.244e-17,1.92e-17,8.991e-18,63.7184,-1084.01
20,TopDG0134,5.7948,-30.3881,2.316e-17,1.713e-17,7.912e-18,63.1176,-1084.08
21,TopDG0135,5.9886,-30.3362,2.248e-17,2.041e-17,8.415e-18,80.2364,-1083.93
22,TopDG0136,6.2166,-30.2134,2.157e-17,1.877e-17,8.318e-18,64.5408,-1083.79
23,TopDG0137,5.8394,-29.9556,2.219e-17,1.817e-17,8.372e-18,68.6872,-1083.5
24,TopDG0138,6.035,-30.5557,2.193e-17,1.904e-17,7.696e-18,58.3175,-1084.08
25,TopDG0139,6.0178,-29.8039,2.554e-17,2.128e-17,9.517e-18,71.1596,-1083.85
26,TopDG0140,6.1931,-30.0578,2.307e-17,2.057e-17,8.766e-18,82.3084,-1083.9
27,TopDG0141,5.7103,-29.9666,2.511e-17,1.92e-17,8.966e-18,69.9406,-1084.11
28,TopDG0142,5.7418,-29.907,2.24e-17,1.751e-17,8.499e-18,63.0246,-1083.99
29,TopDG0143,6.384,-30.0413,1.511e-17,1.266e-17,5.823e-18,73.0071,-1083.58
30,TopDG0144,5.9761,-29.7118,2.098e-17,1.786e-17,8.592e-18,73.3011,-1083.89
31,TopDG0256,44.7506,35.5273,1.751e-17,1.557e-17,7.079e-18,80.7411,-950.82
32,TopDG0448,-6.8976,-18.7849,1.201e-17,9.683e-18,4.43e-18,182.1581,-1209.91
33,TopDG0449,-6.9097,-18.9978,1.778e-17,1.454e-17,6.157e-18,60.6717,-1209.82
34,TopDG0450,-6.9103,-18.7443,1.676e-17,1.463e-17,7.092e-18,51.7931,-1209.78
35,TopDG0451,-6.8247,-18.6586,2.798e-17,2.073e-17,8.241e-18,64.1888,-1209.72
36,TopDG0452,-6.9068,-18.9768,2.123e-17,1.639e-17,6.398e-18,65.498,-1209.73
37,TopDG0453,-6.99,-18.6194,1.285e-17,1.074e-17,5.004e-18,71.1918,-1209.81
38,TopDG0454,-6.8054,-18.9819,1.807e-17,1.423e-17,7.76e-18,64.6535,-1209.84
39,TopDG0455,-7.0216,-18.8949,2.043e-17,1.619e-17,8.015e-18,65.1507,-1209.66
40,TopDG0456,-7.0198,-18.7095,1.869e-17,1.541e-17,6.741e-18,60.2832,-1209.5
41,TopDG0614,43.3304,30.5438,7.676e-18,6.352e-18,3.047e-18,47.8205,-1660.48
42,TopDG0620,14.7327,33.48,5.368e-17,4.455e-17,1.707e-17,288.1275,-525.7
43,TopDG0621,14.7788,33.6453,8.345e-17,6.248e-17,2.556e-17,122.3323,-525.55
44,TopDG0622,14.4137,33.6895,7.696e-17,5.964e-17,2.75e-17,120.6499,-525.57
45,TopDG0623,15.0001,32.9964,7.985e-17,6.292e-17,2.552e-17,111.9583,-525.46
46,TopDG0624,14.6499,33.3886,8.658e-17,6.76e-17,3.172e-17,123.91,-525.45
47,TopDG0625,14.7752,33.7976,8.916e-17,7.022e-17,3.261e-17,158.59,-525.57
48,TopDG0626,14.6253,33.4692,7.756e-17,6.184e-17,2.911e-17,164.702,-525.33
49,TopDG0663,0.0521,-19.9097,7.804e-18,6.672e-18,3.116e-18,49.8639,-1606.19
50,TopDG0696,-41.783,31.8793,8.506e-18,6.602e-18,2.998e-18,128.7427,-1472.1
51,TopDG0697,-41.8542,31.7377,1.194e-17,9.762e-18,4.724e-18,47.6781,-1472.26
52,TopDG0698,-41.8244,31.8085,1.179e-17,1.011e-17,4.004e-18,40.0279,-1471.74
53,TopDG0699,-41.766,31.8214,1.241e-17,1.035e-17,4.742e-18,56.0868,-1472.02
54,TopDG0700,-41.7966,31.8316,1.222e-17,1.084e-17,4.615e-18,62.9052,-1471.86
55,TopDG0701,-41.9071,31.9365,1.139e-17,9.837e-18,4.405e-18,47.7776,-1472.16
56,TopDG0702,-41.7415,31.6955,1.278e-17,1.091e-17,4.573e-18,56.5049,-1472.12
57,TopDG0703,-41.8921,31.7184,1.778e-17,1.315e-17,5.72e-18,53.1026,-1472.38
58,TopDG0704,-41.9309,31.9367,1.305e-17,1.153e-17,5.613e-18,57.0361,-1471.85
59,TopDG0705,-13.1305,-33.095,8.77e-17,6.557e-17,2.892e-17,166.1062,-438.78
60,TopDG0734,23.2089,23.1661,5.951e-18,5.477e-18,2.326e-18,109.1082,-1711.93
61,TopDG0735,23.2749,23.1973,9.7e-18,8.475e-18,4.021e-18,40.8909,-1711.98
62,TopDG0736,23.0411,23.171,1.057e-17,8.929e-18,4.151e-18,47.966,-1711.85
63,TopDG0737,23.2322,23.0335,1.069e-17,8.165e-18,3.883e-18,43.7813,-1711.86
64,TopDG0738,23.0241,23.1394,1.015e-17,7.778e-18,4.058e-18,49.7873,-1711.98
65,TopDG0739,23.2468,23.13,9.3e-18,7.976e-18,3.715e-18,36.563,-1711.87
66,TopDG0740,23.2577,23.1074,1.061e-17,8.723e-18,4.376e-18,49.7036,-1711.8
67,TopDG0741,23.0307,23.1789,1.365e-17,1.084e-17,4.489e-18,51.2136,-1711.7
68,TopDG0742,23.1038,22.9957,1.018e-17,8.007e-18,3.998e-18,49.8779,-1711.96
69,TopDG0746,-43.8186,-11.6304,1.872e-17,1.598e-17,7.106e-18,81.4142,-923.51
70,TopDG0747,-43.7019,-11.5642,2.663e-17,2.376e-17,1.082e-17,73.0063,-923.28
71,TopDG0762,22.7403,-37.6897,8.611e-18,7.188e-18,3.243e-18,72.7761,-1390.63
72,TopDG0763,22.5178,-37.6306,1.279e-17,1.04e-17,4.308e-18,40.8936,-1390.93
73,TopDG0764,22.6363,-37.5025,1.265e-17,1.002e-17,4.523e-18,51.5878,-1390.68
74,TopDG0765,22.6772,-37.7526,9.457e-18,7.631e-18,3.476e-18,53.07,-1390.7
75,TopDG0766,22.7755,-37.7305,1.39e-17,1.189e-17,5.519e-18,54.4267,-1391.18
76,TopDG0767,22.9464,-37.9306,9.166e-18,8.028e-18,3.562e-18,54.9025,-1390.89
77,TopDG0768,22.9347,-37.574,1.312e-17,1.062e-17,4.514e-18,46.927,-1391.07
78,TopDG0769,22.7172,-37.7849,1.363e-17,1.038e-17,4.208e-18,43.1918,-1390.86
79,TopDG0770,22.7242,-37.684,1.154e-17,1.024e-17,4.713e-18,45.9736,-1390.64
80,TopDG0848,13.2558,-13.5737,5.549e-17,3.939e-17,1.528e-17,194.4051,-1084.57
81,TopDG0849,13.1795,-13.8208,2.187e-17,1.687e-17,7.938e-18,79.082,-1084.88
82,TopDG0850,13.196,-13.6669,2.047e-17,1.721e-17,7.567e-18,80.592,-1084.58
83,TopDG0851,12.9054,-13.2553,2.088e-17,1.881e-17,8.032e-18,63.9686,-1084.7
84,TopDG0852,13.2258,-13.6414,1.387e-17,1.192e-17,5.047e-18,155.5919,-1084.49
85,TopDG0853,13.5443,-13.9737,1.937e-17,1.61e-17,7.298e-18,60.1293,-1085.03
86,TopDG0854,13.7461,-13.3804,2.13e-17,1.807e-17,7.102e-18,75.6812,-1084.47
